,College_Name,One_Year_Fee,Enterance_Exam,Rating,Review_Counts,Approved_By,Place,More_Details
249,Thadomal Shahani Engineering College - [TSEC],"₹ 189,205",JEE MAIN, 7.5 ,(148 Reviews),['AICTE'],"Mumbai,Maharashtra",https://collegedunia.com/college/15452-thadomal-shahani-engineering-college-tsec-mumbai
250,Velammal Engineering College - [VEC],"₹ 65,000",TNEA, 7.7 ,(57 Reviews),"['AICTE, NBA']","Chennai,TamilNadu",https://collegedunia.com/college/24590-velammal-engineering-college-vec-chennai
251,Oriental University - [OU],"₹ 35,000",JEE MAIN, 7.3 ,(37 Reviews),"['NCTE, AICTE, PCI, BCI, UGC']","Indore,MadhyaPradesh",https://collegedunia.com/university/25680-oriental-university-ou-indore
252,Noida International University - [NIU],"₹ 148,000",JEE MAIN, 7.3 ,(37 Reviews),"['NCTE, AICTE, PCI, BCI, UGC']","Indore,MadhyaPradesh",https://collegedunia.com/university/25680-oriental-university-ou-indore
253,Central Institute of Technology - [CIT],"₹ 52,000",JEE MAIN, 7.2 ,(45 Reviews),"['AICTE, UGC, MHRD']","Kokrajhar,Assam",https://collegedunia.com/university/45650-central-institute-of-technology-cit-kokrajhar
254,Vidyalankar Institute of Technology - [VIT],"₹ 150,790",JEE MAIN, 8.6 ,(199 Reviews),['AICTE'],"Mumbai,Maharashtra",https://collegedunia.com/college/45849-vidyalankar-institute-of-technology-vit-mumbai
255,Madhav University - [MU],"₹ 35,000",JEE MAIN, 8.6 ,(199 Reviews),['AICTE'],"Mumbai,Maharashtra",https://collegedunia.com/college/45849-vidyalankar-institute-of-technology-vit-mumbai
256,Graphic Era Hill University - [GEHU],"₹ 275,600",JEE MAIN, 8.6 ,(199 Reviews),['AICTE'],"Mumbai,Maharashtra",https://collegedunia.com/college/45849-vidyalankar-institute-of-technology-vit-mumbai
257,University of Engineering and Management - [UEM],"₹ 171,200",IEMJEE, 7.8 ,(526 Reviews),"['AICTE, BCI, UGC, AIU']","Kolkata,WestBengal",https://collegedunia.com/university/57446-university-of-engineering-and-management-uem-kolkata
258,Amity University,"₹ 164,000",AMITY JEE, 8.2 ,(155 Reviews),"['AICTE, COA, PCI, UGC']","Gwalior,MadhyaPradesh",https://collegedunia.com/university/25658-amity-university-gwalior
259,GSFC University,"₹ 111,000",JEE MAIN, 8.1 ,(21 Reviews),['UGC'],"Vadodara,Gujarat",https://collegedunia.com/university/58510-gsfc-university-vadodara
260,IILM University,"₹ 340,000",JEE MAIN, 8.1 ,(21 Reviews),['UGC'],"Vadodara,Gujarat",https://collegedunia.com/university/58510-gsfc-university-vadodara
261,Federal Institute of Science and Technology - [FISAT],"₹ 75,100",KEAM, 8.2 ,(67 Reviews),"['AICTE, NBA']","Ernakulam,Kerala",https://collegedunia.com/college/13462-federal-institute-of-science-and-technology-fisat-ernakulam
262,Galgotias College of Engineering and Technology - [GCET],"₹ 125,603",JEE MAIN, 7.8 ,(476 Reviews),"['AICTE, NBA']","GreaterNoida,UttarPradesh",https://collegedunia.com/college/13522-galgotias-college-of-engineering-and-technology-gcet-greater-noida
263,Global Academy of Technology - [GAT],"₹ 300,000",COMEDK UGET, 7.8 ,(58 Reviews),['AICTE'],"Bangalore,Karnataka",https://collegedunia.com/college/13557-global-academy-of-technology-gat-bangalore
264,HKBK Group of Institutions,"₹ 325,000",JEE MAIN, 7 ,(79 Reviews),"['AICTE, UGC, NBA, AIU']","Bangalore,Karnataka",https://collegedunia.com/college/13688-hkbk-group-of-institutions-bangalore
265,Sri Vasavi Engineering College - [SVEC],"₹ 63,000",AP EAPCET, 8 ,(86 Reviews),"['AICTE, NBA']","Tadepalligudem,AndhraPradesh",https://collegedunia.com/college/15276-sri-vasavi-engineering-college-svec-tadepalligudem
266,Uka Tarsadia University,"₹ 94,000",GUJCET, 8.6 ,(119 Reviews),['UGC'],"Bardoli,Gujarat",https://collegedunia.com/university/25514-uka-tarsadia-university-bardoli
267,AKS University - [AKSU],"₹ 60,000",JEE MAIN, 8.6 ,(119 Reviews),['UGC'],"Bardoli,Gujarat",https://collegedunia.com/university/25514-uka-tarsadia-university-bardoli
268,ITM University,"₹ 100,000",JEE MAIN, 8.6 ,(119 Reviews),['UGC'],"Bardoli,Gujarat",https://collegedunia.com/university/25514-uka-tarsadia-university-bardoli
269,Jagannath University,"₹ 100,000",JUEE, 8 ,(295 Reviews),"['NCTE, AICTE, PCI, BCI, ICAR']","Jaipur,Rajasthan",https://collegedunia.com/university/25815-jagannath-university-jaipur
270,Babu Banarasi Das University - [BBDU],"₹ 125,000",JEE MAIN, 8 ,(295 Reviews),"['NCTE, AICTE, PCI, BCI, ICAR']","Jaipur,Rajasthan",https://collegedunia.com/university/25815-jagannath-university-jaipur
271,JIS College of Engineering - [JISCE],"₹ 408,000",JEE MAIN, 8.5 ,(469 Reviews),"['AICTE, UGC, NBA']","Kolkata,WestBengal",https://collegedunia.com/college/45696-jis-college-of-engineering-jisce-kolkata
272,Rayat Bahra University,"₹ 100,000",JEE MAIN, 8.5 ,(469 Reviews),"['AICTE, UGC, NBA']","Kolkata,WestBengal",https://collegedunia.com/college/45696-jis-college-of-engineering-jisce-kolkata
273,Amity University,"₹ 108,000",JEE MAIN, 7.8 ,(52 Reviews),"['AICTE, COA, BCI, UGC']","Raipur,Chhattisgarh",https://collegedunia.com/university/55898-amity-university-raipur
274,Assam Don Bosco University - [ADBU],"₹ 159,000",JEE MAIN, 8.1 ,(20 Reviews),"['AICTE, UGC, AIU']","Guwahati,Assam",https://collegedunia.com/university/25394-assam-don-bosco-university-adbu-guwahati
275,DAV University,"₹ 136,000",DAVUET, 7.9 ,(29 Reviews),"['ICAR, UGC']","Jalandhar,Punjab",https://collegedunia.com/university/25779-dav-university-jalandhar
276,ICFAI University,"₹ 130,000",ITSAT, 8 ,(66 Reviews),['AICTE'],"WestTripura,Tripura",https://collegedunia.com/university/25915-icfai-university-west-tripura
277,Starex University,"₹ 120,000",JEE MAIN, 8 ,(66 Reviews),['AICTE'],"WestTripura,Tripura",https://collegedunia.com/university/25915-icfai-university-west-tripura
278,Atharva College of Engineering,"₹ 134,126",JEE MAIN, 8.1 ,(99 Reviews),['AICTE'],"Mumbai,Maharashtra",https://collegedunia.com/college/12904-atharva-college-of-engineering-mumbai
279,Don Bosco Institute of Technology - [DBIT],"₹ 135,853",JEE MAIN, 8.1 ,(93 Reviews),['AICTE'],"Mumbai,Maharashtra",https://collegedunia.com/college/13358-don-bosco-institute-of-technology-dbit-mumbai
280,GNIOT Group of Institutions - [GNIOT],"₹ 127,970",JEE MAIN, 7.7 ,(188 Reviews),"['AICTE, MHRD']","GreaterNoida,UttarPradesh",https://collegedunia.com/college/13636-gniot-group-of-institutions-gniot-greater-noida
281,Jeppiaar Engineering College,"₹ 60,000",TNEA, 7.3 ,(68 Reviews),"['AICTE, NBA']","Chennai,TamilNadu",https://collegedunia.com/college/13876-jeppiaar-engineering-college-chennai
282,Karpagam College of Engineering - [KCE],"₹ 75,500",TNEA, 8 ,(49 Reviews),"['AICTE, NBA']","Coimbatore,TamilNadu",https://collegedunia.com/college/13985-karpagam-college-of-engineering-kce-coimbatore
283,KIET Group of Institutions - [KIET],"₹ 112,000",JEE MAIN, 7.9 ,(632 Reviews),"['AICTE, PCI, NBA']","Ghaziabad,UttarPradesh",https://collegedunia.com/college/14038-kiet-group-of-institutions-kiet-ghaziabad
284,PES College of Engineering - [PESCOE],"₹ 87,054",JEE MAIN, 7.2 ,(9 Reviews),['AICTE'],"Aurangabad,Maharashtra",https://collegedunia.com/college/14553-pes-college-of-engineering-pescoe-aurangabad
285,Raghu Engineering College - [REC],"₹ 69,700",AP EAPCET, 8.1 ,(266 Reviews),"['AICTE, NBA']","Visakhapatnam,AndhraPradesh",https://collegedunia.com/college/14691-raghu-engineering-college-rec-visakhapatnam
286,Silicon Institute of Technology - [SIT],"₹ 162,450",OJEE, 7.8 ,(239 Reviews),"['AICTE, NBA']","Bhubaneswar,Orissa",https://collegedunia.com/college/15135-silicon-institute-of-technology-sit-bhubaneswar
287,Symbiosis Institute of Technology - [SIT],"₹ 280,000",SET, 8.3 ,(112 Reviews),"['AICTE, UGC']","Pune,Maharashtra",https://collegedunia.com/college/15409-symbiosis-institute-of-technology-sit-pune
288,Terna Engineering College Navi Mumbai,"₹ 120,000",JEE MAIN, 7.5 ,(53 Reviews),"['AICTE, NBA']","Mumbai,Maharashtra",https://collegedunia.com/college/15450-terna-engineering-college-navi-mumbai-mumbai
289,Vivekanand Education Society Institute of Technology - [VESIT],"₹ 125,006",JEE MAIN, 8.1 ,(105 Reviews),['AICTE'],"Mumbai,Maharashtra",https://collegedunia.com/college/15528-vivekanand-education-society-institute-of-technology-vesit-mumbai
290,Sreenidhi Institute of Science and Technology - [SNIST],"₹ 130,000",TS EAMCET, 7.7 ,(307 Reviews),"['AICTE, UGC, NBA']","Hyderabad,Telangana",https://collegedunia.com/college/16918-sreenidhi-institute-of-science-and-technology-snist-hyderabad
291,Paavai Engineering College (Autonomous),"₹ 50,000",TNEA, 7.8 ,(65 Reviews),['NBA'],"Namakkal,TamilNadu",https://collegedunia.com/college/24320-paavai-engineering-college-autonomous-namakkal
292,RK University - [RKU],"₹ 76,500",GUJCET, 8.3 ,(60 Reviews),"['AICTE, UGC']","Rajkot,Gujarat",https://collegedunia.com/university/25505-rk-university-rku-rajkot
293,Baddi University of Emerging Sciences and Technologies - [BUEST],"₹ 100,000",JEE MAIN, 7.1 ,(45 Reviews),"['AICTE, PCI, UGC']","Baddi,HimachalPradesh",https://collegedunia.com/university/25548-baddi-university-of-emerging-sciences-and-technologies-buest-baddi
294,Sai Nath University,"₹ 70,000",JEE MAIN, 7.1 ,(45 Reviews),"['AICTE, PCI, UGC']","Baddi,HimachalPradesh",https://collegedunia.com/university/25548-baddi-university-of-emerging-sciences-and-technologies-buest-baddi
295,GITAM,"₹ 205,000",JEE MAIN, 7.9 ,(37 Reviews),"['AICTE, UGC']","Bangalore,Karnataka",https://collegedunia.com/university/25600-gitam-bangalore
296,Pacific University,"₹ 80,000",JEE MAIN, 7.9 ,(37 Reviews),"['AICTE, UGC']","Bangalore,Karnataka",https://collegedunia.com/university/25600-gitam-bangalore
